1 Facility Name,2 Street Address,3 city,4 state,5 ZIP Code,6 Phone,7 Designation,acr_site_id,facility_id,Registry Participant
Methodist Southaven Diagnostic,7400 Airways Blvd,Southaven,MS,38671-5863,662-996-2122,LCSR,10071371,104080,YES
DESOTO IMAGING SPECIALISTS,7420 Guthrie Dr N Ste 105,Southaven,MS,38671-5857,662-349-4321,Lung Cancer Screening Designated Site,10077630,109258,YES
Allentown diagnostic imaging,7450 Tilghman St Ste 125,Allentown,PA,18106-9034,610-774-0170,LCSR,10089534,116230,YES
University Hospitals Concord Health Center,7500 Auburn Rd,Painesville,OH,44077-9602,440-358-0400,LCSR,10067638,103884,YES
Brighton Center for Specialty Care,7500 Challis Rd,Brighton,MI,48116-9416,734-936-4500,LCSR,10075194,115936,YES
CHI Health CUMC Bergan Mercy,7500 Mercy Rd,Omaha,NE,68124-2319,402-398-6193,LCSR,10061080,105961,YES
Mercy Health - Anderson Hospital,7500 State Rd,Cincinnati,OH,45255-2439,513-624-4500,Lung Cancer Screening Designated Site,10060583,105759,YES
Community Radiology Greenbelt,7501 Greenway Center Dr Ste 200,Greenbelt,MD,20770-3514,301-345-7690,Lung Cancer Screening Designated Site,10065969,104603,YES
MedStar Southern Maryland Physicians,7501 Surratts Rd Ste 104,Clinton,MD,20735-3370,301-868-0972,Lung Cancer Screening Designated Site,10061349,101454,YES
Mercy Health Anderson Hospital Women's Center,7502 State Rd,Cincinnati,OH,45255-2596,,Lung Cancer Screening Designated Site,10085545,1394,NO
Riverside Walter Reed Hospital,7519 Hospital Dr,Gloucester,VA,23061-4178,804-693-8856,LCSR,10069295,106721,YES
Tower Radiology Center - Bayonet Point,7525 State Road 52,Bayonet Point,FL,34667-6716,727-847-5122,LCSR,10104692,116011,YES
The Christ Hospital - Anderson,7545 Beechmont Ave,Cincinnati,OH,45255-4222,513-585-1245,LCSR,10061123,106297,YES
North Knoxville Medical Center,7565 Dannaher Dr,Powell,TN,37849-4029,865-859-1103,LCSR,10061264,104803,YES
St Joseph Mercy - Brighton,7575 Grand River Ave Brighton Radiology Suite 103,Brighton,MI,48114,810-844-7050,Lung Cancer Screening Designated Site,10083705,10292,YES
St Joseph Mercy Brighton,7575 Grand River Rd,Brighton,MI,48114-9309,734-712-2692,LCSR,10077620,104483,YES
University Hospitals Health System Inc,7590 Auburn Rd,Concord,OH,44077-9176,440-354-1675,Lung Cancer Screening Designated Site,10062522,12505,YES
Memorial Hermann-Southwest Hospital,7600 Beechnut St,Houston,TX,77074-4302,713-456-5963,LCSR,10063424,106821,YES
Palisades Medical Center,7600 River Rd,North Bergen,NJ,07047-6217,201-854-5000,LCSR,10076977,105896,YES
The Imaging Center at Wolf River,7600 Wolf River Blvd Ste 100,Germantown,TN,38138-1787,901-312-4033,Lung Cancer Screening Designated Site,10068926,111115,YES
Baptist Memorial Hospital- DeSoto,7601 Southcrest Pkwy,Southaven,MS,38671-4739,662-772-3127,LCSR,10061543,100983,YES
Community Hospital Outpt Ctr Schererville,7651 Harvest Dr,Schererville,IN,46375-3476,219-836-1600,Lung Cancer Screening Designated Site,10088486,109144,YES
Florida Cancer Specialists-Mobile#4 Hudson,7651 Medical Dr,Hudson,FL,34667-6594,727-868-9208,LCSR,10069192,108881,YES
West Chester Hospital Outpatient Imaging Center,7690 Discovery Dr Unit 1800,West Chester,OH,45069-6543,513-585-8378,Lung Cancer Screening Designated Site,10064702,6366,YES
Germantown Le Bonheur Hospital,7691 Poplar Ave,Germantown,TN,38138-3904,901-516-6999,LCSR,10060571,103936,YES
Yavapai Regional Medical Center--East Campus,7700 E Florentine Rd,Prescott Valley,AZ,86314-2245,028-445-2700,LCSR,10060602,112896,YES
Littleton Adventist Hospital,7700 S Broadway,Littleton,CO,80122-2602,303-730-8900,LCSR,10074144,103818,YES
WCH Radiology,7700 University Dr,West Chester,OH,45069-2505,513-584-0683,Lung Cancer Screening Designated Site,10068898,105593,YES
Envision Imaging of Tulsa,7714 E 91st St,Tulsa,OK,74133-6029,918-523-7714,Lung Cancer Screening Designated Site,10080773,114398,YES
AdventHealth East Orlando,7727 Lake Underhill Rd,Orlando,FL,32822-8224,407-303-8110,LCSR,10062004,106386,YES
GenesisCare,7751 Baymeadows Rd E Ste 102,Jacksonville,FL,32256-5836,904-276-2303,Lung Cancer Screening Designated Site,10094173,14241,YES
Trihealth Anderson,7777 Beechmont Ave,Cincinnati,OH,45255-4209,513-346-1000,Lung Cancer Screening Designated Site,10068772,103346,YES
Ascension Sacred Heart Emerald Coast,7800 US Highway 98 W,Miramar Beach,FL,32550-7228,850-416-5864,LCSR,10067269,107051,YES
Nebraska Health Imaging,7819 Dodge St,Omaha,NE,68114-3411,402-384-8882,LCSR,10106447,115848,YES
Schererville Imaging,7860 Burr St,Schererville,IN,46375-3402,219-864-2900,LCSR,10061278,114451,YES
Precision Imaging Centers-Gate,7860 Gate Pkwy Ste 123,Jacksonville,FL,32256-7286,904-996-8100,Lung Cancer Screening Designated Site,10070341,107416,YES
Schoolcraft Memorial Hospital,7870W US Highway 2,Manistique,MI,49854-8992,906-341-3262,LCSR,10070179,107791,YES
Baptist M&S Imaging and PET Center,7888 Fredericksburg Rd,San Antonio,TX,78229-3418,210-692-9824,Lung Cancer Screening Designated Site,10079800,7136,YES
Borgess at Woodbridge Hills,7901 Angling Rd,Portage,MI,49024-0714,269-226-8495,LCSR,10079115,106839,YES
Drexel Town Square Health Center,7901 S 6th St,Oak Creek,WI,53154-2010,262-483-4624,Lung Cancer Screening Designated Site,10060254,114036,YES
Community Imaging Center East,7910 E Washington St Ste 150,Indianapolis,IN,46219-5563,317-355-1330,Lung Cancer Screening Designated Site,10064553,105361,YES
San Diego Imaging - Kearny Mesa,7910 Frost St Ste 100,San Diego,CA,92123-2776,858-634-5900,LCSR,10068472,105947,YES
Fort Wayne Medical Oncology and Hematology,7910 W Jefferson Blvd Ste 107,Fort Wayne,IN,46804-4159,260-436-0800,LCSR,10062221,114235,YES
Willis-Knighton Portico Imaging Center,7925 Youree Dr,Shreveport,LA,71105-5127,318-212-3100,Lung Cancer Screening Designated Site,10085615,114428,YES
Lutheran Hospital,7950 W Jefferson Blvd,Fort Wayne,IN,46804-4140,260-435-7292,LCSR,10060598,107823,YES
Kew Gardens,8002 Kew Gardens Rd,Kew Gardens,NY,11415-3600,718-544-5151,LCSR,10076261,114738,YES
Virginia Cancer Institute,8007 Discovery Dr Ste A,Richmond,VA,23229-8605,804-410-1442,LCSR,10106097,112885,YES
El Camino Imaging Center,8020 Constitution Pl NE,Albuquerque,NM,87110-7607,505-998-1316,Lung Cancer Screening Designated Site,10084592,105415,YES
PRMC Inverness Imaging,8028 Carnegie Blvd Ste 700,Fort Wayne,IN,46804-5789,260-266-8180,LCSR,10080631,101653,YES
Roane Medical Center,8045 Roane Medical Center Dr,Harriman,TN,37748-8333,865-316-2602,LCSR,10068128,114778,YES
Community Heart & Vascular Hospital,8075 N Shadeland Ave,Indianapolis,IN,46250-2693,317-621-8719,LCSR,10079610,105360,YES
RAYUS Radiology Independence,8080 Independence Pkwy Ste 105,Plano,TX,75025-4003,972-208-1858,LCSR,10069681,104870,YES
Inova Schar Cancer Institute (ISCI),8081 Innovation Park Dr The Pavilion 2nd Floor Imaging Department,Fairfax,VA,22031,571-472-1638,Lung Cancer Screening Designated Site,10088797,115271,YES
AdventHealth Oviedo ER,8100 Red Bug Lake Rd,Oviedo,FL,32765-6843,407-646-7651,Lung Cancer Screening Designated Site,10066214,115757,YES
UHealth of Plantation,8100 SW 10th St Ste 1700,Plantation,FL,33324-3277,305-318-8012,LCSR,10070353,109324,YES
FRANCISCAN HEALTH INDIANAPOLIS,8111 S Emerson Ave,Indianapolis,IN,46237-8601,317-528-3690,LCSR,10074395,107858,YES
Wilmington Health Porters Neck,8115 Market St Ste 104,Wilmington,NC,28411-8429,910-341-1574,Lung Cancer Screening Designated Site,10071373,109255,YES
Diagnostic Imaging,8116 Good Luck Rd Ste 101,Lanham,MD,20706-3513,240-297-3416,LCSR,10067924,114501,YES
St John Outpatient Radiology/ Memorial,8131 S Memorial Dr,Tulsa,OK,74133-4347,918-744-2042,Lung Cancer Screening Designated Site,10065552,104257,YES
Terrebonne General Medical Center,8166 Main St,Houma,LA,70360-3404,985-873-4121,Lung Cancer Screening Designated Site,10065649,107127,YES
Sutter Imaging Elk Grove,8170 Laguna Blvd Ste 112,Elk Grove,CA,95758-7902,916-691-5922,LCSR,10063818,106069,YES
Community Imaging Center North,8181 Clearvista Pkwy,Indianapolis,IN,46256-1662,317-621-3640,LCSR,10064554,105366,YES
Invision Sally Jobe at the Centrum DTC,8200 E Belleview Ave Ste 124C,Greenwood Village,CO,80111-2804,720-493-3382,LCSR,10075246,101267,YES
St Josephs Imaging Associates Bville,8200 Oswego Rd,Liverpool,NY,13090-1567,315-760-3906,LCSR,10106326,112566,YES
Invision Sally Jobe at Littleton,8200 Southpark Ter,Littleton,CO,80120-5614,720-493-3251,LCSR,10075187,100987,YES
Texas Health Presbyterian Hospital Dallas,8200 Walnut Hill Ln,Dallas,TX,75231-4402,214-345-7770,Lung Cancer Screening Designated Site,10060075,108959,YES
Javon Bea Hospital - Riverside,8201 E Riverside Blvd,Rockford,IL,61114-2300,815-971-7000,LCSR,10067772,115278,YES
HCA Florida Westside Hospital,8201 W Broward Blvd,Plantation,FL,33324-2701,954-452-2182,LCSR,10066596,105012,YES
MIC Elk Grove,8220 Wymark Dr Ste 101,Elk Grove,CA,95757-6298,916-667-0750,LCSR,10068241,101825,YES
Trihealth Kenwood,8240 Northcreek Dr,Cincinnati,OH,45236-2377,513-862-5022,LCSR,10081812,109145,YES
Florida Cancer Specialists - Gladiolus,8260 Gladiolus Dr,Fort Myers,FL,33908-4156,239-437-5774,LCSR,10060114,107589,YES
Lutheran Medical Center,8300 W 38th Ave,Wheat Ridge,CO,80033-6005,303-425-4500,LCSR,10075609,104258,YES
RLSE - Nebraska Methodist Hospital,8303 Dodge St,Omaha,NE,68114-4108,402-354-5882,Lung Cancer Screening Designated Site,10061312,113996,YES
Main Street Radiology,8314 Cooper Ave,Glendale,NY,11385-7722,718-428-1500,Lung Cancer Screening Designated Site,10081659,115507,YES
Spectrum Health Zeeland Community Hospital,8333 Felch St,Zeeland,MI,49464-2608,616-772-4644,LCSR,10066382,106018,YES
Laurentian Medical Center,8373 Unity Drive,Mountain Iron,MN,55768,218-748-7480,LCSR,10075393,105967,YES
West Florida Hospital,8383 N Davis Hwy,Pensacola,FL,32514-6039,850-494-3525,LCSR,10070849,105152,YES
Regional Medical Imaging PC - Grand Blanc,8384 Holly Rd,Grand Blanc,MI,48439-1976,810-732-1919,LCSR,10091161,101866,YES
Aurora Health Center Racine,8400 Washington Ave,Mount Pleasant,WI,53406-3735,414-647-6433,LCSR,10074856,114882,YES
Mercy Health St Elizabeth Boardman,8401 Market St,Boardman,OH,44512-6725,330-729-3145,LCSR,10061592,101999,YES
BAPTIST M&S IMAGING & PET CENTER - CHILD,8435 Wurzbach Rd Ste 109,San Antonio,TX,78229-3733,210-692-9824,LCSR,10094066,103963,YES
Florida Cancer Specialists-Estero,8440 Murano del Lago Dr,Estero,FL,34135-8615,239-221-5402,LCSR,10074622,115889,YES
Regional Medical Imaging,8483 Holly Rd,Grand Blanc,MI,48439-1840,810-732-1919,Lung Cancer Screening Designated Site,10075966,9659,YES
North Star MRI of Frisco LP,8501 Wade Blvd Ste 220 Bldg Ii,Frisco,TX,75034-5895,214-618-3420,Lung Cancer Screening Designated Site,10065964,115154,YES
Bon Secours Memorial Regional Medical Center,8620 Atlee Road,Mechanicsville,VA,23116,804-764-7904,LCSR,10086255,106361,YES
Cedars-Sinai Medical Center,8700 Beverly Blvd Taper Building A219,West Hollywood,CA,90048,310-423-0481,LCSR,10059989,100510,YES
UVA Prince William Medical Center,8700 Sudley Rd,Manassas,VA,20110-4418,703-369-8604,LCSR,10061646,106265,YES
Methodist Hospitals,8701 Broadway,Merrillville,IN,46410-7035,219-738-8565,LCSR,10063767,105937,YES
Twinsburg Family Health Center,8701 Darrow Rd,Twinsburg,OH,44087-2105,216-/44-8021,LCSR,10068609,101759,YES
Kettering Health Huber,8701 Troy Pike,Huber Heights,OH,45424-1066,937-558-3320,LCSR,10066549,101324,YES
AdventHealth Imaging Center- New Tampa,8702 Hunters Lake Dr # 150,Tampa,FL,33647-2855,813-467-4750,LCSR,10105521,116264,YES
Health First Viera Hospital and Medical Plaza,8745 N Wickham Rd,Melbourne,FL,32940-5997,321-434-9000,LCSR,10063288,103909,YES
Beverly Tower Wilshire Advanced Imaging Cente,8750 Wilshire Blvd Ste 100,Beverly Hills,CA,90211-2708,310-689-3100,LCSR,10076789,104471,YES
Florida Cancer Specialists - New Port Richey,8763 River Crossing Blvd,New Port Richey,FL,34655-1112,727-842-8411,LCSR,10075155,107505,YES
SOMC Wheelersburg Family Health Center,8770 Ohio River Rd,Wheelersburg,OH,45694-1918,740-356-8566,Lung Cancer Screening Designated Site,10099764,225173,YES
Excela Square at Norwin,8775 Norwin Ave,North Huntingdon,PA,15642-2718,724-863-6310,Lung Cancer Screening Designated Site,10073789,8001,YES
BayCare Outpatient Imaging (Bardmoor),8787 Bryan Dairy Rd,Largo,FL,33777-1251,727-394-5900,LCSR,10071774,105131,YES
Atrium Health University City,8800 N Tryon St,Charlotte,NC,28262-3300,704-863-6869,Lung Cancer Screening Designated Site,10063329,8695,YES
CHRISTUS St Mary Outpatient,8801 9th Ave,Port Arthur,TX,77642-8013,409-724-3600,LCSR,10074810,115645,YES
Hillcrest Hospital South,8801 S 101st East Ave,Tulsa,OK,74133-5716,918-579-5864,LCSR,10081317,107226,YES
Grove Advanced Imaging Center,8805 Haven Ave Ste 120,Rancho Cucamonga,CA,91730-5149,909-982-8638,LCSR,10078832,104490,YES
Zwanger Pesiri Radiology - Elmhurst,8812 Queens Blvd,Elmhurst,NY,11373-4489,718-684-7426,LCSR,10060454,114086,YES
Baptist M&S Imaging Northeast,8815 Village Dr,San Antonio,TX,78217-5415,210-590-5822,LCSR,10076798,107042,YES
Twinsburg Health Center,8819 Commons Blvd,Twinsburg,OH,44087-4101,330-486-9600,LCSR,10072645,103771,YES
American Radiology-Howard County,8820 Columbia 100 Pkwy Ste 100,Columbia,MD,21045-2169,443-436-4100,Lung Cancer Screening Designated Site,10071048,106448,YES
BOS - Baptist Medical Plaza at Westchester,8840 SW 40th St Ste 100,Miami,FL,33165-5482,786-596-4129,Lung Cancer Screening Designated Site,10069919,101979,YES
Cardinal Points Imaging Brier Creek,8851 Ellstree Ln,Raleigh,NC,27617-2045,919-877-5400,Lung Cancer Screening Designated Site,10080257,115623,YES
Grossmont Hospital OP Imaging,8860 Center Dr Ste 100,La Mesa,CA,91942-7000,619-740-4981,LCSR,10072472,106465,YES
SLHS Multspecialty Clinic - Shoal Creek,8880 NE 82nd Ter Ste 100,Kansas City,MO,64158-1313,816-437-8219,LCSR,10088545,114227,YES
Perry County Memorial Hospital,8885 State Road 237,Tell City,IN,47586-8567,812-547-0190,LCSR,10064173,106608,YES
Baptist Medical Park- Navarre,8888 Navarre Pkwy,Navarre,FL,32566-3615,850-939-4888,LCSR,10091057,104502,YES
CARTI Cancer Center,8901 Carti Way,Little Rock,AR,72205-6523,501-296-3432,LCSR,10060269,104754,YES
Community Radiology Associates - Heritage,8926 Woodyard Rd Ste 301,Clinton,MD,20735-4232,301-438-5150,Lung Cancer Screening Designated Site,10081031,3340,YES
Sharp Rees-Stealy CT / MRI,8933 Activity Rd,San Diego,CA,92126-4427,858-653-6164,Lung Cancer Screening Designated Site,10076585,10732,YES
BOS - Baptist Outpatient Center,8950 N Kendall Dr Fl 2,Miami,FL,33176-2144,786-596-4129,Lung Cancer Screening Designated Site,10060562,101980,YES
Baptist Outpatient Center,8950 North Kendall Drive Second Floor Baptist Hospital Medical Arts Building,Miami,FL,33176,,Lung Cancer Screening Designated Site,10074448,7939,NO
RAYUS Radiology Nimbus,8950 SW Nimbus Ave,Beaverton,OR,97008-7478,503-253-1105,LCSR,10064408,108869,YES
Outpatient Radiology at the Sanctuary,8960 Colonial Center Dr,Fort Myers,FL,33905-7810,239-343-9455,LCSR,10060443,105457,YES
Suburban Imaging Coon Rapids,8990 Springbrook Dr NW Ste 140,Coon Rapids,MN,55433-5880,763-792-1900,Lung Cancer Screening Designated Site,10072657,107235,YES
MUSC Health North Charleston,8992 University Blvd Ste 100,North Charleston,SC,29406-8104,843-876-2700,Lung Cancer Screening Designated Site,10071027,51211,YES
MedStar Franklin Square Medical Center,9000 Franklin Square Dr,Baltimore,MD,21237-3901,443-777-7578,LCSR,10069231,100940,YES
Mentor Health Center,9000 Mentor Ave,Mentor,OH,44060-4496,440-255-0800,LCSR,10081615,105353,YES
Miami Valley Hospital – North,9000 N Main St,Englewood,OH,45415-1180,937-734-6784,Lung Cancer Screening Designated Site,10061837,107365,YES
VCU Stony Point,9000 Stony Point Pkwy,Richmond,VA,23235-1900,804-560-8900,LCSR,10069171,102064,YES
Aurora Health Center 84 South,9000 W Sura Ln,Greenfield,WI,53228-3477,414-246-6865,LCSR,10069606,115402,YES
UPMC Passavant,9100 Babcock Blvd,Pittsburgh,PA,15237-5815,412-647-0764,Lung Cancer Screening Designated Site,10065085,101370,YES
AdventHealth Shawnee Mission,9100 W 74th St,Shawnee Mission,KS,66204-4004,913-676-8182,LCSR,10062167,108887,YES
Baptist Health Imaging-Kanis,9101 Kanis Rd Ste 100,Little Rock,AR,72205-6454,501-202-2990,Lung Cancer Screening Designated Site,10071028,110842,YES
Advanced Radiology-White Square Imaging Cente,9105 Franklin Square Dr,Baltimore,MD,21237-3930,443-409-3238,Lung Cancer Screening Designated Site,10060400,104539,YES
Community Radiology Clinton,9131 Piscataway Rd Ste 370,Clinton,MD,20735-2543,240-846-6750,Lung Cancer Screening Designated Site,10075052,104614,YES
Community Radiology Associates / Clinton Imaging Center,9131 Piscataway Road Suite 110 & Suite 370,Clinton,MD,20735,240-846-6750,Lung Cancer Screening Designated Site,10099853,5969,YES
Diagnostic Imaging Centers PA Liberty,9151 NE 81st Ter Ste 250,Kansas City,MO,64158-1307,816-883-2590,Lung Cancer Screening Designated Site,10064148,112663,YES
North Suburban Medical Center,9191 Grant St,Thornton,CO,80229-4361,303-450-4569,Lung Cancer Screening Designated Site,10063548,105021,YES
Memorial Hermann Outpatient Imaging Center The Woodlands,9200 Pinecroft Dr Ste 100,The Woodlands,TX,77380-3284,713-897-2783,Lung Cancer Screening Designated Site,10080160,10682,YES
MetroHealth Brecksville Health and Surg Cent,9200 Treeworth Blvd,Brecksville,OH,44141-2591,216-957-9085,LCSR,10067167,114150,YES
Froedtert Hospital,9200 W Wisconsin Ave,Milwaukee,WI,53226-3522,414-805-2173,Lung Cancer Screening Designated Site,10079520,100219,YES
Diagnostic Imaging Centers PA Wyandotte,9201 Parallel Pkwy,Kansas City,KS,66112-1510,913-334-4110,Lung Cancer Screening Designated Site,10071570,112662,YES
OnPoint Imaging,9205 S Broadway # 101,Highlands Ranch,CO,80129-5631,720-603-4353,LCSR,10081965,116553,YES
Providence St Vincent Medical Center,9205 SW Barnes Rd,Portland,OR,97225-6603,503-797-6356,Lung Cancer Screening Designated Site,10072807,112340,YES
MTV Mountain View,9220 E Mountain View Rd Ste 100,Scottsdale,AZ,85258-5134,480-425-5000,LCSR,10062858,115033,YES
Gulf Coast Medical Center,9238 US-19,Port Richey,FL,34668,727-849-8492,LCSR,10080623,114478,YES
Memorial Hermann- The Woodlands Hospital,9250 Pinecroft Dr,Shenandoah,TX,77380-3218,713-897-2593,LCSR,10086981,106823,YES
UCSD Medical Center-Thornton,9300 Campus Point Dr,La Jolla,CA,92037-1300,619-543-3405,Lung Cancer Screening Designated Site,10068344,51869,YES
Wichita Radiological Group,9300 E 29th St N Ste 202,Wichita,KS,67226-2183,316-681-1827,LCSR,10078492,100326,YES
Pinnacle Hospital,9301 Connecticut Dr,Crown Point,IN,46307-7486,219-776-9825,LCSR,10066937,114592,YES
Estrella office,9305 W Thomas Rd Ste 100,Phoenix,AZ,85037-3333,623-852-5652,LCSR,10086704,109070,YES
Florida Cancer Specialists-Trinity Cancer Center,9320 State Road 54,Trinity,FL,34655-1808,727-842-8411,LCSR,10105505,108882,YES
RAYUS Radiology Maple Grove,9325 Upland Ln N Ste 111,Maple Grove,MN,55369-4437,763-398-4650,LCSR,10101174,100653,YES
Medical Center of Trinity,9330 Highway 54,Trinity,FL,34655,727-834-4976,LCSR,10061106,104841,YES
Trident Medical Center,9330 Medical Plaza Dr,Charleston,SC,29406-9104,843-847-4015,LCSR,10063128,105121,YES
HCA Florida Trinity Hospital,9330 State Road 54,Trinity,FL,34655-1808,727-834-4704,Lung Cancer Screening Designated Site,10074737,54427,YES
Kern Radiology-Riverwalk,9330 Stockdale Hwy,Bakersfield,CA,93311-3614,443-436-1106,LCSR,10060808,115311,YES
Norton Diagnostic Center Fern Creek,9344 Cedar Center Way,Louisville,KY,40291-4522,150-275-3339,Lung Cancer Screening Designated Site,10065243,105576,YES
RAYUS Radiology Turkey Lake,9350 Turkey Lake Rd,Orlando,FL,32819-7319,407-363-2772,LCSR,10065806,114495,YES
Parker Adventist Hospital,9395 Crown Crest Blvd,Parker,CO,80138-8573,303-269-4626,LCSR,10063474,101565,YES
UC San Diego Health-la Jolla Koman Family Outpatient Pavilion,9400 Campus Point Dr Ste 1-433A,La Jolla,CA,92093-1350,619-543-3305,Lung Cancer Screening Designated Site,10065207,225144,YES
RHEA MEDICAL CENTER,9400 Rhea County Hwy,Dayton,TN,37321-7922,423-775-8616,LCSR,10076187,109093,YES
Baptist Medical Park- 9 Mile Road,9400 University Pkwy,Pensacola,FL,32514-5752,850-298-6010,LCSR,10080968,104503,YES
CLEVELAND CLINIC MAIN CAMPUS,9500 Euclid Ave,Cleveland,OH,44195-0001,216-444-4517,Lung Cancer Screening Designated Site,10004269,103330,YES
TimberRidge Imaging Center,9521 SW Highway 200,Ocala,FL,34481-7719,352-671-4300,Lung Cancer Screening Designated Site,10075545,106284,YES
St Catherine Medical Center,9555 76th St,Pleasant Prairie,WI,53158-1984,262-656-2678,LCSR,10065427,105936,YES
West Kendall Baptist Hospital,9555 SW 162nd Ave,Miami,FL,33196-6408,786-467-2500,LCSR,10064940,101732,YES
Marshfield Medical Center – Minocqua,9576 WI 70,Minocqua,WI,54548,715-387-9049,LCSR,10103296,115580,YES
Radiology Consultants,9601 Baptist Health Dr Ste 1100,Little Rock,AR,72205-6333,501-227-5240,LCSR,10066325,106624,YES
Marshfield Clinic Minocqua Center,9601 Townline Rd,Minocqua,WI,54548-9099,715-358-1000,LCSR,10062510,114351,YES
Adventist Health Bakersfield,9602 Stockdale Hwy,Bakersfield,CA,93311-3618,661-633-5001,Lung Cancer Screening Designated Site,10068396,10367,YES
St John Outpatient Center,9660 Wicker Ave,Saint John,IN,46373-9487,219-836-1600,Lung Cancer Screening Designated Site,10065298,109143,YES
Community Imaging Center Noblesville,9669 E 146th St Ste 140,Noblesville,IN,46060-5006,317-621-6100,Lung Cancer Screening Designated Site,10065174,105365,YES
Health Images at West Littleton,9670 W Coal Mine Ave Ste 150,Littleton,CO,80123-4004,303-522-2182,Lung Cancer Screening Designated Site,10061188,113942,YES
Jewish Hospital Medical Center SW,9700 Stonestreet Rd,Louisville,KY,40272-2884,502-995-2424,Lung Cancer Screening Designated Site,10073895,115609,YES
McDowell ARH Hospital,9708 Ky-122,McDowell,KY,41647,606-377-3400,LCSR,10107095,106606,YES
Polyclinic Northgate Plaza,9709 3rd Ave NE Polyclinic Floor 1,Seattle,WA,98115,206-860-4400,Lung Cancer Screening Designated Site,10105901,228317,YES
The Polyclinic,9709 3rd Ave NE Ste 100,Seattle,WA,98115-2027,206-860-5496,LCSR,10061102,104425,YES
Atlantic General Hospital,9733 Healthway Dr,Berlin,MD,21811-1155,410-641-1100,LCSR,10071085,106087,YES
RRC Bonita,9776 Bonita Beach Rd SE,Bonita Springs,FL,34135-4773,239-936-2316,LCSR,10061091,104697,YES
NYU Langone Columbus,9777 Queens Blvd Rego Park,Rego Park,NY,11374,718-261-8686,LCSR,10067229,101510,YES
Covenant Health,9812 Slide Rd,Lubbock,TX,79424-5781,806-725-8485,LCSR,10076308,112383,YES
St Lukes Nampa,9850 W St Lukes Dr,Nampa,ID,83687-7912,208-381-2222,LCSR,10076290,106990,YES
Baptist Oakleaf ED,9868 Family Pl,Jacksonville,FL,32222-5885,904-516-1600,LCSR,10064813,115233,YES
Einstein Center One,9880 Bustleton Ave,Philadelphia,PA,19115-2185,215-456-6205,Lung Cancer Screening Designated Site,10060510,101849,YES
Kern Radiology-Old River,9900 Stockdale Hwy Suite 100 & 109,Bakersfield,CA,93311,661-665-9676,LCSR,10085465,104496,YES
Independent Physicians Medical Center LLC,9908 Roosevelt Blvd,Philadelphia,PA,19115-1705,215-464-3300,LCSR,10067404,116541,YES
Independence Park Imaging,9930 Independence Park Dr Ste 100,Richmond,VA,23233-1475,804-217-9729,Lung Cancer Screening Designated Site,10068018,103458,YES
Health Images at South Denver,9949 S Oswego St Ste 150,Parker,CO,80134-3876,303-577-4000,Lung Cancer Screening Designated Site,10069128,113938,YES
AdventHealth Imaging Lake Nona,9975 Tavistock Lakes Blvd Ste 120,Orlando,FL,32827-7665,407-930-7802,LCSR,10080542,109239,YES
Tradition Medical Center,10000 SW Innovation Way,Port St Lucie,FL,34987-2111,772-345-8100,LCSR,10061807,105295,YES
Oakwood Taylor,10000 Telegraph Rd,Taylor,MI,48180-3330,313-295-5000,Lung Cancer Screening Designated Site,10061935,102205,YES
Mercy South Hospital,10010 Kennerly Rd,Saint Louis,MO,63128-2106,314-525-4063,LCSR,10060025,104588,YES
Bay Area Imaging Solutions,10010 N Dale Mabry Hwy Ste 150,Tampa,FL,33618-4469,813-964-8439,LCSR,10107446,106897,YES
Community Diagnostic Center,10020 Donald Powers Drive,Munster,IN,46321,219-836-1600,Lung Cancer Screening Designated Site,10081287,109142,YES
WELLINGTON REGIONAL MEDICAL CENTER,10101 Forest Hill Blvd,Wellington,FL,33414-6103,561-798-8594,LCSR,10082734,103765,YES
Wellington Regional Medical Center,10101 Forest Hill Blvd Diagnostic Imaging Department,Wellington,FL,33461,561-798-8513,Lung Cancer Screening Designated Site,10082285,55243,YES
Burbank Advanced Imaging Medical Center,10101 Riverside Dr,Toluca Lake,CA,91602-2517,818-726-2626,LCSR,10088272,104748,YES
Franklin,10101 S 27th St,Franklin,WI,53132-7209,414-325-4982,LCSR,10064537,103617,YES
RAYUS Radiology Happy Valley,10121 SE Sunnyside Rd,Clackamas,OR,97015-5745,877-540-1614,LCSR,10075137,115008,YES
Adventist Medical Center Portland,10123 SE Market St,Portland,OR,97216-2532,503-261-4472,LCSR,10060056,104900,YES
BayCare Outpatient Imaging (Riverview),10141 Big Bend Rd Ste 102,Riverview,FL,33578-7419,813-302-8927,LCSR,10071894,105134,YES
Providence Milwaukie Hospital,10150 SE 32nd Ave,Milwaukie,OR,97222-6516,503-215-4551,LCSR,10061082,101030,YES
Adventist Health Medical Imaging - Clackamas,10151 SE Sunnyside Rd Ste 100,Clackamas,OR,97015-5705,503-261-5942,LCSR,10094981,115483,YES
Aria Jefferson Health Bustleton/Verree,10160 Bustleton Ave,Philadelphia,PA,19116-3749,215-612-5075,Lung Cancer Screening Designated Site,10066582,109044,YES
Premier Radiology Mount Pleasant,10180 Washington Ave Ste 101,Mount Pleasant,WI,53177-1604,414-973-7830,Lung Cancer Screening Designated Site,10077887,115247,YES
Northwest Imaging Center,10200 Corrales Rd NW Ste B4,Albuquerque,NM,87114-9261,505-998-5925,Lung Cancer Screening Designated Site,10070556,105417,YES
